user,timestamp,process_name,is_suspicious_process,cpu_percent,memory_mb,department
EMP-1078,2024-02-04 19:37:00,teams.exe,0,83.5,2768.3,Research & Development
EMP-1038,2024-02-04 12:08:00,chrome.exe,0,41.7,50.9,Research & Development
EMP-1019,2024-02-04 14:23:00,word.exe,0,60.9,1680.9,Marketing
EMP-1004,2024-02-04 06:06:00,excel.exe,0,33.9,1653.0,Sales
EMP-1091,2024-02-04 04:21:00,notepad.exe,0,30.8,2177.5,Engineering
EMP-1029,2024-02-04 02:07:00,zoom.exe,0,22.4,3827.3,Marketing
EMP-1053,2024-02-04 10:30:00,python.exe,0,63.8,1660.2,Human Resources
EMP-1058,2024-02-04 16:53:00,zoom.exe,0,40.3,1431.9,Research & Development
EMP-1066,2024-02-04 01:33:00,zoom.exe,0,4.7,38.7,IT Security
EMP-1029,2024-02-04 00:38:00,notepad.exe,0,80.9,3085.8,Marketing
EMP-1084,2024-02-04 01:57:00,zoom.exe,0,84.7,3085.7,Sales
EMP-1080,2024-02-04 01:47:00,code.exe,0,39.4,3005.7,Operations
EMP-1017,2024-02-04 09:56:00,zoom.exe,0,93.7,1719.5,Executive
EMP-1020,2024-02-04 16:00:00,chrome.exe,0,35.8,117.3,Operations
EMP-1035,2024-02-04 23:41:00,word.exe,0,30.5,2403.2,Legal
EMP-1067,2024-02-04 07:39:00,excel.exe,0,68.3,2291.9,Executive
EMP-1097,2024-02-04 06:36:00,chrome.exe,0,66.3,404.6,Executive
EMP-1090,2024-02-04 01:36:00,notepad.exe,0,34.7,682.4,Operations
EMP-1036,2024-02-04 21:07:00,excel.exe,0,2.7,2524.2,IT Security
EMP-1009,2024-02-04 18:18:00,python.exe,0,68.9,1176.4,Marketing
EMP-1072,2024-02-04 22:40:00,python.exe,0,99.4,1568.9,Finance
EMP-1090,2024-02-04 23:38:00,python.exe,0,67.7,3198.0,Operations
EMP-1037,2024-02-04 10:27:00,word.exe,0,33.7,2753.1,Executive
EMP-1096,2024-02-04 07:54:00,code.exe,0,94.1,1727.1,IT Security
EMP-1045,2024-02-04 11:10:00,word.exe,0,35.9,3391.4,Legal
EMP-1032,2024-02-04 12:09:00,code.exe,0,98.4,1610.8,Finance
EMP-1088,2024-02-04 18:07:00,slack.exe,0,97.3,488.8,Research & Development
EMP-1065,2024-02-04 22:23:00,excel.exe,0,92.4,1220.1,Legal
EMP-1089,2024-02-04 03:50:00,outlook.exe,0,59.9,1066.3,Marketing
EMP-1052,2024-02-04 14:52:00,excel.exe,0,25.2,2328.8,Finance
EMP-1056,2024-02-04 23:58:00,slack.exe,0,32.9,2615.8,IT Security
EMP-1002,2024-02-04 11:00:00,code.exe,0,57.9,3550.5,Finance
EMP-1058,2024-02-04 08:29:00,python.exe,0,51.8,517.1,Research & Development
EMP-1076,2024-02-04 05:26:00,python.exe,0,89.0,2454.9,IT Security
EMP-1090,2024-02-04 13:47:00,excel.exe,0,96.8,2108.8,Operations
EMP-1040,2024-02-04 14:35:00,word.exe,0,29.6,778.4,Operations
EMP-1035,2024-02-04 20:48:00,chrome.exe,0,37.1,1961.7,Legal
EMP-1081,2024-02-04 18:03:00,chrome.exe,0,44.3,2585.4,Engineering
EMP-1014,2024-02-04 10:58:00,outlook.exe,0,81.8,2297.2,Sales
EMP-1097,2024-02-04 05:38:00,python.exe,0,4.8,362.8,Executive
EMP-1029,2024-02-04 00:56:00,outlook.exe,0,64.0,828.3,Marketing
EMP-1047,2024-02-04 23:11:00,teams.exe,0,88.3,3578.7,Executive
EMP-1090,2024-02-04 17:34:00,slack.exe,0,3.9,3287.5,Operations
EMP-1072,2024-02-04 18:45:00,slack.exe,0,45.4,1543.9,Finance
EMP-1025,2024-02-04 02:06:00,slack.exe,0,85.4,2881.0,Legal
EMP-1048,2024-02-04 04:31:00,outlook.exe,0,3.9,215.1,Research & Development
EMP-1059,2024-02-04 07:44:00,teams.exe,0,0.7,3377.7,Marketing
EMP-1095,2024-02-04 07:26:00,word.exe,0,37.9,2512.9,Legal
EMP-1072,2024-02-04 18:57:00,word.exe,0,90.5,1443.3,Finance
EMP-1043,2024-02-04 08:48:00,slack.exe,0,50.4,3514.0,Human Resources
EMP-1066,2024-02-04 01:10:00,chrome.exe,0,62.8,939.0,IT Security
EMP-1051,2024-02-04 22:54:00,notepad.exe,0,86.7,2282.6,Engineering
EMP-1065,2024-02-04 13:30:00,word.exe,0,80.3,938.5,Legal
EMP-1074,2024-02-04 06:26:00,code.exe,0,18.4,931.6,Sales
EMP-1066,2024-02-04 21:26:00,code.exe,0,17.3,293.9,IT Security
EMP-1063,2024-02-04 21:32:00,excel.exe,0,99.7,3359.2,Human Resources
EMP-1084,2024-02-04 07:37:00,chrome.exe,0,61.2,3295.5,Sales
EMP-1095,2024-02-04 01:53:00,zoom.exe,0,88.6,1521.3,Legal
EMP-1032,2024-02-04 19:57:00,python.exe,0,8.8,1391.9,Finance
EMP-1042,2024-02-04 11:00:00,excel.exe,0,90.9,2093.2,Finance
EMP-1074,2024-02-04 05:58:00,code.exe,0,6.8,3377.9,Sales
EMP-1058,2024-02-04 13:57:00,excel.exe,0,31.0,1344.3,Research & Development
EMP-1073,2024-02-04 14:13:00,word.exe,0,16.0,1741.2,Human Resources
EMP-1042,2024-02-04 05:19:00,slack.exe,0,75.0,1744.3,Finance
EMP-1004,2024-02-04 15:58:00,outlook.exe,0,93.5,1486.5,Sales
EMP-1025,2024-02-04 16:40:00,zoom.exe,0,69.2,3291.9,Legal
EMP-1094,2024-02-04 21:14:00,word.exe,0,33.1,261.9,Sales
EMP-1036,2024-02-04 01:55:00,notepad.exe,0,97.5,46.8,IT Security
EMP-1038,2024-02-04 23:01:00,outlook.exe,0,35.4,2724.9,Research & Development
EMP-1047,2024-02-04 18:45:00,zoom.exe,0,4.0,3643.5,Executive
EMP-1018,2024-02-04 00:22:00,code.exe,0,25.1,3327.5,Research & Development
EMP-1038,2024-02-04 23:22:00,python.exe,0,94.6,938.9,Research & Development
EMP-1041,2024-02-04 15:27:00,code.exe,0,89.7,3157.6,Engineering
EMP-1099,2024-02-04 16:37:00,teams.exe,0,90.3,918.1,Marketing
EMP-1010,2024-02-04 17:59:00,notepad.exe,0,31.9,574.0,Operations
EMP-1067,2024-02-04 05:23:00,chrome.exe,0,50.8,1884.0,Executive
EMP-1094,2024-02-04 21:12:00,zoom.exe,0,77.4,858.7,Sales
EMP-1092,2024-02-04 14:16:00,outlook.exe,0,38.0,3479.8,Finance
EMP-1079,2024-02-04 05:41:00,outlook.exe,0,94.3,2176.4,Marketing
EMP-1084,2024-02-04 08:25:00,word.exe,0,14.4,2272.9,Sales
EMP-1062,2024-02-04 18:21:00,code.exe,0,37.7,938.7,Finance
EMP-1039,2024-02-04 00:42:00,zoom.exe,0,56.5,1125.4,Marketing
EMP-1046,2024-02-04 06:17:00,chrome.exe,0,9.9,2993.6,IT Security
EMP-1083,2024-02-04 01:52:00,python.exe,0,94.3,575.8,Human Resources
EMP-1048,2024-02-04 20:43:00,teams.exe,0,60.7,752.2,Research & Development
EMP-1082,2024-02-04 06:28:00,slack.exe,0,92.1,1909.2,Finance
EMP-1071,2024-02-04 19:18:00,outlook.exe,0,60.0,3036.0,Engineering
EMP-1044,2024-02-04 12:53:00,notepad.exe,0,56.9,77.2,Sales
EMP-1049,2024-02-04 02:45:00,word.exe,0,37.1,3196.4,Marketing
EMP-1016,2024-02-04 10:48:00,outlook.exe,0,13.9,2474.0,IT Security
EMP-1021,2024-02-04 06:05:00,outlook.exe,0,96.4,24.5,Engineering
EMP-1047,2024-02-04 14:39:00,chrome.exe,0,21.4,1253.7,Executive
EMP-1059,2024-02-04 16:39:00,python.exe,0,2.4,2702.0,Marketing
EMP-1025,2024-02-04 16:02:00,zoom.exe,0,67.3,1537.9,Legal
EMP-1025,2024-02-04 06:22:00,teams.exe,0,36.0,2468.9,Legal
EMP-1020,2024-02-04 23:12:00,zoom.exe,0,22.1,1401.1,Operations
EMP-1096,2024-02-04 20:30:00,python.exe,0,77.3,2599.8,IT Security
EMP-1020,2024-02-04 08:26:00,python.exe,0,36.4,3305.7,Operations
EMP-1012,2024-02-04 11:32:00,python.exe,0,61.2,2435.6,Finance
EMP-1009,2024-02-04 17:16:00,code.exe,0,55.7,3408.5,Marketing
EMP-1036,2024-02-04 07:54:00,zoom.exe,0,15.5,2291.1,IT Security
EMP-1090,2024-02-04 04:03:00,word.exe,0,14.6,4083.8,Operations
EMP-1099,2024-02-04 21:13:00,zoom.exe,0,93.7,290.3,Marketing
EMP-1092,2024-02-04 16:53:00,chrome.exe,0,89.6,1147.9,Finance
EMP-1013,2024-02-04 05:08:00,teams.exe,0,87.7,2795.9,Human Resources
EMP-1075,2024-02-04 00:06:00,word.exe,0,14.5,2373.0,Legal
EMP-1035,2024-02-04 15:48:00,code.exe,0,85.5,1057.9,Legal
EMP-1028,2024-02-04 18:01:00,teams.exe,0,74.6,2684.0,Research & Development
EMP-1026,2024-02-04 18:03:00,excel.exe,0,83.6,533.6,IT Security
EMP-1097,2024-02-04 16:33:00,chrome.exe,0,24.8,3858.2,Executive
EMP-1049,2024-02-04 07:57:00,teamviewer.exe,1,72.3,3939.6,Marketing
EMP-1032,2024-02-04 06:34:00,word.exe,0,38.7,577.4,Finance
EMP-1012,2024-02-04 20:31:00,chrome.exe,0,25.3,1020.8,Finance
EMP-1021,2024-02-04 16:30:00,notepad.exe,0,35.8,2614.1,Engineering
EMP-1045,2024-02-04 00:27:00,outlook.exe,0,15.2,3559.3,Legal
EMP-1081,2024-02-04 02:56:00,word.exe,0,48.5,2782.4,Engineering
EMP-1087,2024-02-04 05:34:00,python.exe,0,4.0,139.3,Executive
EMP-1013,2024-02-04 16:32:00,slack.exe,0,69.3,3614.8,Human Resources
EMP-1037,2024-02-04 02:47:00,outlook.exe,0,3.5,2785.0,Executive
EMP-1027,2024-02-04 02:13:00,excel.exe,0,87.5,340.2,Executive
EMP-1046,2024-02-04 05:48:00,word.exe,0,78.5,1405.4,IT Security
EMP-1053,2024-02-04 14:20:00,chrome.exe,0,30.6,566.7,Human Resources
EMP-1038,2024-02-04 21:03:00,slack.exe,0,93.1,229.3,Research & Development
EMP-1008,2024-02-04 22:24:00,teams.exe,0,52.1,336.3,Research & Development
EMP-1016,2024-02-04 10:42:00,code.exe,0,96.0,622.4,IT Security
EMP-1032,2024-02-04 09:57:00,chrome.exe,0,69.5,2205.5,Finance
EMP-1004,2024-02-04 02:43:00,outlook.exe,0,12.5,3151.5,Sales
EMP-1016,2024-02-04 04:51:00,word.exe,0,51.4,2675.6,IT Security
EMP-1069,2024-02-04 03:12:00,tor.exe,1,5.5,3534.4,Marketing
EMP-1011,2024-02-04 11:42:00,teams.exe,0,95.0,2426.7,Engineering
EMP-1028,2024-02-04 17:35:00,zoom.exe,0,38.7,2266.4,Research & Development
EMP-1010,2024-02-04 01:05:00,zoom.exe,0,54.1,3697.6,Operations
EMP-1041,2024-02-04 14:42:00,zoom.exe,0,12.2,2456.4,Engineering
EMP-1045,2024-02-04 08:03:00,excel.exe,0,92.2,1313.3,Legal
EMP-1097,2024-02-04 03:22:00,zoom.exe,0,76.2,2292.1,Executive
EMP-1017,2024-02-04 14:13:00,excel.exe,0,70.0,730.8,Executive
EMP-1071,2024-02-04 17:01:00,notepad.exe,0,79.9,848.5,Engineering
EMP-1046,2024-02-04 02:59:00,python.exe,0,66.8,2324.7,IT Security
EMP-1004,2024-02-04 02:24:00,notepad.exe,0,49.2,3724.6,Sales
EMP-1005,2024-02-04 07:09:00,python.exe,0,16.0,2108.6,Legal
EMP-1012,2024-02-04 12:43:00,excel.exe,0,24.6,1034.1,Finance
EMP-1012,2024-02-04 03:07:00,zoom.exe,0,66.7,1396.8,Finance
EMP-1067,2024-02-04 21:05:00,outlook.exe,0,17.0,284.9,Executive
EMP-1019,2024-02-04 14:06:00,slack.exe,0,60.3,3721.0,Marketing
EMP-1051,2024-02-04 16:17:00,teams.exe,0,27.3,1147.5,Engineering
EMP-1031,2024-02-04 17:06:00,zoom.exe,0,15.8,2198.6,Engineering
EMP-1042,2024-02-04 03:36:00,slack.exe,0,6.1,1573.4,Finance
EMP-1099,2024-02-04 20:26:00,excel.exe,0,91.2,2298.8,Marketing
EMP-1062,2024-02-04 14:14:00,chrome.exe,0,76.2,1791.9,Finance
EMP-1009,2024-02-04 15:10:00,teams.exe,0,69.4,1166.4,Marketing
EMP-1083,2024-02-04 06:01:00,slack.exe,0,45.7,3018.3,Human Resources
EMP-1097,2024-02-04 02:13:00,notepad.exe,0,63.3,617.7,Executive
EMP-1064,2024-02-04 07:48:00,chrome.exe,0,25.9,3703.6,Sales
EMP-1091,2024-02-04 19:39:00,chrome.exe,0,23.5,1715.1,Engineering
EMP-1045,2024-02-04 18:31:00,notepad.exe,0,76.8,1898.0,Legal
EMP-1082,2024-02-04 02:38:00,teams.exe,0,74.2,3941.9,Finance
EMP-1074,2024-02-04 06:28:00,code.exe,0,61.3,2406.0,Sales
EMP-1014,2024-02-04 00:55:00,teams.exe,0,71.1,1029.4,Sales
EMP-1024,2024-02-04 15:15:00,zoom.exe,0,80.3,544.0,Sales
EMP-1014,2024-02-04 14:00:00,zoom.exe,0,1.7,472.1,Sales
EMP-1036,2024-02-04 23:47:00,zoom.exe,0,9.6,3158.8,IT Security
EMP-1090,2024-02-04 00:53:00,python.exe,0,49.7,1408.3,Operations
EMP-1055,2024-02-04 13:07:00,zoom.exe,0,55.5,1699.0,Legal
EMP-1065,2024-02-04 00:14:00,slack.exe,0,96.7,2000.9,Legal
EMP-1044,2024-02-04 13:58:00,slack.exe,0,13.0,3950.4,Sales
EMP-1006,2024-02-04 18:40:00,excel.exe,0,10.3,2040.5,IT Security
EMP-1008,2024-02-04 07:33:00,chrome.exe,0,64.2,758.9,Research & Development
EMP-1027,2024-02-04 07:48:00,anydesk.exe,1,52.0,2246.9,Executive
EMP-1040,2024-02-04 22:36:00,notepad.exe,0,25.1,3131.1,Operations
EMP-1073,2024-02-04 11:21:00,word.exe,0,85.2,971.7,Human Resources
EMP-1066,2024-02-04 23:04:00,wireshark.exe,1,18.7,3849.3,IT Security
EMP-1029,2024-02-04 15:28:00,slack.exe,0,21.8,435.8,Marketing
EMP-1047,2024-02-04 10:27:00,notepad.exe,0,93.1,2958.9,Executive
EMP-1038,2024-02-04 11:19:00,excel.exe,0,33.0,2255.3,Research & Development
EMP-1056,2024-02-04 05:18:00,outlook.exe,0,56.3,3172.9,IT Security
EMP-1003,2024-02-04 10:55:00,teams.exe,0,42.5,2820.0,Human Resources
EMP-1004,2024-02-04 15:52:00,excel.exe,0,51.5,565.5,Sales
EMP-1013,2024-02-04 01:53:00,outlook.exe,0,79.9,2785.7,Human Resources
EMP-1070,2024-02-04 05:56:00,code.exe,0,38.6,528.3,Operations
EMP-1093,2024-02-04 22:16:00,python.exe,0,91.9,2797.6,Human Resources
EMP-1040,2024-02-04 18:07:00,excel.exe,0,65.9,890.3,Operations
EMP-1002,2024-02-04 02:20:00,slack.exe,0,52.2,1552.2,Finance
EMP-1029,2024-02-04 13:05:00,chrome.exe,0,43.5,2912.8,Marketing
EMP-1097,2024-02-04 01:09:00,word.exe,0,59.3,2188.6,Executive
EMP-1010,2024-02-04 08:23:00,outlook.exe,0,45.9,2241.8,Operations
EMP-1007,2024-02-04 21:58:00,zoom.exe,0,2.5,928.9,Executive
EMP-1100,2024-02-04 11:45:00,notepad.exe,0,74.3,3516.8,Operations
EMP-1086,2024-02-04 17:55:00,word.exe,0,44.4,28.4,IT Security
EMP-1044,2024-02-04 02:12:00,zoom.exe,0,23.0,2085.7,Sales
EMP-1058,2024-02-04 15:55:00,chrome.exe,0,7.2,650.2,Research & Development
EMP-1004,2024-02-04 22:51:00,code.exe,0,69.7,1849.3,Sales
EMP-1010,2024-02-04 12:06:00,outlook.exe,0,6.1,1066.7,Operations
EMP-1090,2024-02-04 02:26:00,chrome.exe,0,83.4,1179.0,Operations
EMP-1054,2024-02-04 05:14:00,python.exe,0,80.4,2851.2,Sales
EMP-1030,2024-02-04 00:09:00,notepad.exe,0,70.4,2688.1,Operations
EMP-1035,2024-02-04 21:39:00,python.exe,0,38.5,1294.3,Legal
EMP-1007,2024-02-04 20:40:00,excel.exe,0,88.6,535.6,Executive
EMP-1041,2024-02-04 14:39:00,python.exe,0,19.4,2840.7,Engineering
EMP-1024,2024-02-04 05:39:00,code.exe,0,73.9,3582.0,Sales
EMP-1008,2024-02-04 23:24:00,slack.exe,0,90.4,2762.9,Research & Development
EMP-1070,2024-02-04 10:48:00,code.exe,0,90.1,196.3,Operations
EMP-1036,2024-02-04 18:10:00,outlook.exe,0,21.7,823.4,IT Security
EMP-1012,2024-02-04 06:12:00,python.exe,0,55.7,3719.9,Finance
EMP-1057,2024-02-04 04:56:00,slack.exe,0,8.6,970.4,Executive
EMP-1094,2024-02-04 21:09:00,outlook.exe,0,88.7,969.0,Sales
EMP-1069,2024-02-04 10:01:00,code.exe,0,95.9,993.6,Marketing
EMP-1062,2024-02-04 22:50:00,notepad.exe,0,65.1,133.3,Finance
EMP-1036,2024-02-04 23:30:00,outlook.exe,0,60.2,3954.1,IT Security
EMP-1014,2024-02-04 16:30:00,code.exe,0,47.5,776.1,Sales
EMP-1069,2024-02-04 01:16:00,notepad.exe,0,13.3,260.5,Marketing
EMP-1005,2024-02-04 00:14:00,chrome.exe,0,81.2,2310.2,Legal
EMP-1068,2024-02-04 13:35:00,notepad.exe,0,67.2,2888.3,Research & Development
EMP-1052,2024-02-04 07:32:00,slack.exe,0,46.2,3267.6,Finance
EMP-1040,2024-02-04 07:44:00,zoom.exe,0,65.9,764.2,Operations
EMP-1032,2024-02-04 16:56:00,word.exe,0,39.1,2294.8,Finance
EMP-1053,2024-02-04 08:05:00,nmap.exe,1,30.6,1024.0,Human Resources
EMP-1024,2024-02-04 04:08:00,python.exe,0,56.7,431.0,Sales
EMP-1026,2024-02-04 23:47:00,python.exe,0,57.4,2420.3,IT Security
EMP-1023,2024-02-04 04:24:00,chrome.exe,0,44.1,2922.8,Human Resources
EMP-1100,2024-02-04 23:26:00,notepad.exe,0,63.4,3900.4,Operations
EMP-1097,2024-02-04 20:52:00,outlook.exe,0,92.9,3654.6,Executive
EMP-1041,2024-02-04 02:53:00,excel.exe,0,20.0,1544.5,Engineering
EMP-1034,2024-02-04 11:42:00,zoom.exe,0,29.3,1171.6,Sales
EMP-1085,2024-02-04 20:54:00,teams.exe,0,61.5,3193.8,Legal
EMP-1061,2024-02-04 15:35:00,word.exe,0,92.9,3176.9,Engineering
EMP-1100,2024-02-04 14:50:00,code.exe,0,55.4,2148.5,Operations
EMP-1024,2024-02-04 22:20:00,slack.exe,0,2.2,1638.9,Sales
EMP-1090,2024-02-04 21:07:00,nmap.exe,1,60.5,1838.8,Operations
EMP-1015,2024-02-04 08:28:00,code.exe,0,44.3,1239.9,Legal
EMP-1021,2024-02-04 16:28:00,teams.exe,0,61.0,474.2,Engineering
EMP-1072,2024-02-04 03:54:00,word.exe,0,55.7,3091.4,Finance
EMP-1053,2024-02-04 08:47:00,slack.exe,0,94.4,3537.1,Human Resources
EMP-1058,2024-02-04 06:32:00,outlook.exe,0,87.0,2272.1,Research & Development
EMP-1074,2024-02-04 18:08:00,chrome.exe,0,44.1,971.5,Sales
EMP-1032,2024-02-04 07:51:00,outlook.exe,0,87.3,679.6,Finance
EMP-1097,2024-02-04 16:34:00,outlook.exe,0,88.5,328.2,Executive
EMP-1063,2024-02-04 22:17:00,notepad.exe,0,61.3,95.7,Human Resources
EMP-1062,2024-02-04 17:50:00,slack.exe,0,25.5,2418.0,Finance
EMP-1077,2024-02-04 09:36:00,slack.exe,0,64.5,2259.2,Executive
EMP-1074,2024-02-04 04:15:00,word.exe,0,0.4,2550.2,Sales
EMP-1039,2024-02-04 15:35:00,teams.exe,0,8.1,230.2,Marketing
EMP-1060,2024-02-04 13:46:00,notepad.exe,0,69.6,1674.8,Operations
EMP-1008,2024-02-04 05:31:00,excel.exe,0,16.6,1581.0,Research & Development
EMP-1042,2024-02-04 02:46:00,excel.exe,0,29.8,1237.7,Finance
EMP-1056,2024-02-04 15:38:00,excel.exe,0,78.0,3556.3,IT Security
EMP-1040,2024-02-04 18:20:00,teams.exe,0,52.2,3507.5,Operations
EMP-1037,2024-02-04 07:34:00,outlook.exe,0,72.6,2713.9,Executive
EMP-1057,2024-02-04 02:26:00,zoom.exe,0,58.4,332.6,Executive
EMP-1099,2024-02-04 02:38:00,excel.exe,0,38.7,491.1,Marketing
EMP-1097,2024-02-04 14:30:00,excel.exe,0,94.4,526.3,Executive
EMP-1091,2024-02-04 04:13:00,teams.exe,0,12.9,2596.2,Engineering
EMP-1039,2024-02-04 22:10:00,zoom.exe,0,72.8,2930.1,Marketing
EMP-1032,2024-02-04 09:33:00,code.exe,0,82.3,2165.3,Finance
EMP-1030,2024-02-04 14:20:00,word.exe,0,29.1,920.1,Operations
EMP-1022,2024-02-04 04:25:00,excel.exe,0,87.0,774.1,Finance
EMP-1025,2024-02-04 02:51:00,python.exe,0,75.7,2240.6,Legal
EMP-1032,2024-02-04 17:10:00,chrome.exe,0,72.9,106.6,Finance
EMP-1074,2024-02-04 13:12:00,notepad.exe,0,19.9,1491.2,Sales
EMP-1075,2024-02-04 13:25:00,word.exe,0,29.2,145.1,Legal
EMP-1060,2024-02-04 15:14:00,notepad.exe,0,49.6,2777.1,Operations
EMP-1053,2024-02-04 10:49:00,outlook.exe,0,50.6,482.0,Human Resources
EMP-1098,2024-02-04 00:40:00,word.exe,0,4.8,3586.1,Research & Development
EMP-1037,2024-02-04 12:31:00,excel.exe,0,40.9,3040.2,Executive
EMP-1050,2024-02-04 08:15:00,word.exe,0,80.7,3948.0,Operations
EMP-1017,2024-02-04 04:27:00,excel.exe,0,92.3,2963.3,Executive
EMP-1075,2024-02-04 20:12:00,slack.exe,0,28.8,1046.1,Legal
EMP-1030,2024-02-04 01:00:00,outlook.exe,0,95.0,1309.0,Operations
EMP-1042,2024-02-04 20:57:00,code.exe,0,34.0,3137.2,Finance
EMP-1050,2024-02-04 03:30:00,notepad.exe,0,55.7,2954.2,Operations
EMP-1009,2024-02-04 03:02:00,chrome.exe,0,40.6,476.6,Marketing
EMP-1089,2024-02-04 04:08:00,slack.exe,0,99.4,831.6,Marketing
EMP-1005,2024-02-04 12:32:00,anydesk.exe,1,2.3,1031.5,Legal
EMP-1100,2024-02-04 08:54:00,teams.exe,0,11.5,3692.9,Operations
EMP-1028,2024-02-04 08:20:00,zoom.exe,0,55.2,3004.0,Research & Development
EMP-1019,2024-02-04 22:39:00,zoom.exe,0,57.9,123.2,Marketing
EMP-1004,2024-02-04 22:40:00,outlook.exe,0,0.5,3479.8,Sales
EMP-1034,2024-02-04 23:15:00,teams.exe,0,82.9,39.3,Sales
EMP-1094,2024-02-04 01:30:00,chrome.exe,0,58.3,1442.1,Sales
EMP-1036,2024-02-04 02:09:00,teams.exe,0,23.7,948.1,IT Security
EMP-1007,2024-02-04 01:14:00,teams.exe,0,49.2,2360.9,Executive
EMP-1028,2024-02-04 02:51:00,teams.exe,0,30.6,713.4,Research & Development
EMP-1089,2024-02-04 02:43:00,zoom.exe,0,59.0,793.1,Marketing
EMP-1045,2024-02-04 11:49:00,outlook.exe,0,42.9,2280.5,Legal
EMP-1051,2024-02-04 10:57:00,python.exe,0,86.6,1249.2,Engineering
EMP-1082,2024-02-04 11:41:00,word.exe,0,24.0,1949.6,Finance
EMP-1022,2024-02-04 17:01:00,word.exe,0,93.1,873.0,Finance
EMP-1008,2024-02-04 02:21:00,outlook.exe,0,17.2,2454.1,Research & Development
EMP-1047,2024-02-04 17:37:00,word.exe,0,47.8,2475.6,Executive
EMP-1075,2024-02-04 05:42:00,python.exe,0,43.7,3543.6,Legal
EMP-1050,2024-02-04 04:08:00,notepad.exe,0,46.0,1817.7,Operations
EMP-1051,2024-02-04 04:04:00,word.exe,0,80.5,1108.4,Engineering
EMP-1083,2024-02-04 08:19:00,outlook.exe,0,81.8,1732.9,Human Resources
EMP-1047,2024-02-04 02:29:00,notepad.exe,0,61.8,2771.5,Executive
EMP-1003,2024-02-04 21:09:00,excel.exe,0,68.0,2608.9,Human Resources
EMP-1050,2024-02-04 03:45:00,tor.exe,1,63.9,758.6,Operations
EMP-1042,2024-02-04 23:04:00,slack.exe,0,82.2,3692.7,Finance
EMP-1054,2024-02-04 09:46:00,python.exe,0,53.9,514.9,Sales
EMP-1023,2024-02-04 20:17:00,chrome.exe,0,57.3,323.2,Human Resources
EMP-1059,2024-02-04 22:38:00,teams.exe,0,35.2,2744.4,Marketing
EMP-1024,2024-02-04 23:43:00,chrome.exe,0,79.6,3246.4,Sales
EMP-1013,2024-02-04 18:35:00,outlook.exe,0,5.5,1730.3,Human Resources
EMP-1022,2024-02-04 07:32:00,word.exe,0,87.1,2121.6,Finance
EMP-1034,2024-02-04 22:44:00,code.exe,0,6.4,2637.8,Sales
EMP-1016,2024-02-04 21:15:00,chrome.exe,0,88.7,883.6,IT Security
EMP-1089,2024-02-04 17:13:00,slack.exe,0,10.8,1416.8,Marketing
EMP-1072,2024-02-04 05:25:00,teams.exe,0,0.5,3796.0,Finance
EMP-1021,2024-02-04 00:03:00,teams.exe,0,6.9,2038.8,Engineering
EMP-1099,2024-02-04 14:55:00,teams.exe,0,95.6,2866.9,Marketing
EMP-1095,2024-02-04 13:42:00,python.exe,0,24.9,3054.7,Legal
EMP-1060,2024-02-04 10:14:00,word.exe,0,97.1,2075.3,Operations
EMP-1036,2024-02-04 06:01:00,word.exe,0,75.6,713.8,IT Security
EMP-1015,2024-02-04 02:21:00,teams.exe,0,12.7,84.6,Legal
EMP-1065,2024-02-04 06:22:00,chrome.exe,0,14.9,2582.6,Legal
EMP-1041,2024-02-04 01:54:00,excel.exe,0,76.0,3307.9,Engineering
EMP-1071,2024-02-04 20:43:00,teams.exe,0,45.0,2535.7,Engineering
EMP-1018,2024-02-04 02:54:00,python.exe,0,51.9,3949.0,Research & Development
EMP-1086,2024-02-05 02:00:00,python.exe,0,48.0,2501.3,IT Security
EMP-1089,2024-02-05 06:41:00,python.exe,0,83.8,520.7,Marketing
EMP-1080,2024-02-05 13:38:00,python.exe,0,87.1,2154.9,Operations
EMP-1029,2024-02-05 20:46:00,chrome.exe,0,20.7,1440.6,Marketing
EMP-1015,2024-02-05 18:17:00,excel.exe,0,32.9,555.0,Legal
EMP-1046,2024-02-05 08:04:00,word.exe,0,89.0,3544.9,IT Security
EMP-1011,2024-02-05 08:56:00,tor.exe,1,7.6,3697.6,Engineering
EMP-1094,2024-02-05 14:55:00,code.exe,0,34.5,2183.6,Sales
EMP-1016,2024-02-05 23:43:00,outlook.exe,0,19.8,2719.8,IT Security
EMP-1048,2024-02-05 02:06:00,notepad.exe,0,53.8,133.9,Research & Development
EMP-1088,2024-02-05 20:40:00,python.exe,0,34.7,1293.7,Research & Development
EMP-1069,2024-02-05 01:13:00,excel.exe,0,42.8,878.1,Marketing
EMP-1031,2024-02-05 13:20:00,teams.exe,0,99.7,705.5,Engineering
EMP-1050,2024-02-05 19:32:00,teams.exe,0,98.3,1650.4,Operations
EMP-1019,2024-02-05 18:35:00,anydesk.exe,1,58.9,2433.4,Marketing
EMP-1065,2024-02-05 20:41:00,word.exe,0,32.7,2775.1,Legal
EMP-1003,2024-02-05 23:39:00,zoom.exe,0,88.8,2496.1,Human Resources
EMP-1045,2024-02-05 20:34:00,teams.exe,0,51.7,2330.4,Legal
EMP-1003,2024-02-05 21:22:00,slack.exe,0,26.3,2556.2,Human Resources
EMP-1075,2024-02-05 10:58:00,python.exe,0,63.1,4088.5,Legal
