user,connect_time,disconnect_time,duration_hrs,vpn_ip,geo_location,bytes_uploaded,bytes_downloaded,department
EMP-1038,2024-02-17 10:09:00,2024-02-17 17:42:35.895189,7.56,172.16.241.46,Remote,199911157,301873293,Research & Development
EMP-1032,2024-02-17 21:10:00,2024-02-18 03:58:02.856871,6.8,172.16.103.201,SanFrancisco,332628189,1388835251,Finance
EMP-1083,2024-02-17 05:39:00,2024-02-17 09:54:12.082620,4.25,172.16.251.42,Berlin,182196232,990543803,Human Resources
EMP-1041,2024-02-17 04:17:00,2024-02-17 15:51:52.583132,11.58,172.16.110.110,NewYork,121517017,511322074,Engineering
EMP-1014,2024-02-17 12:37:00,2024-02-17 22:13:32.831967,9.61,172.16.71.112,London,306340051,439021131,Sales
EMP-1095,2024-02-17 21:59:00,2024-02-18 09:14:00.978636,11.25,172.16.159.66,SanFrancisco,307403449,963354954,Legal
EMP-1052,2024-02-17 02:21:00,2024-02-17 13:52:34.658232,11.53,172.16.174.15,NewYork,190795836,343383032,Finance
EMP-1094,2024-02-18 15:22:00,2024-02-18 17:22:05.432685,2.0,172.16.247.217,Berlin,149646225,1883531767,Sales
EMP-1026,2024-02-18 20:32:00,2024-02-19 02:01:57.195312,5.5,172.16.184.248,Remote,290585375,1181609826,IT Security
EMP-1021,2024-02-18 06:30:00,2024-02-18 17:13:51.874341,10.73,172.16.169.150,Bangalore,100820442,60785211,Engineering
EMP-1035,2024-02-18 05:02:00,2024-02-18 15:20:22.404809,10.31,172.16.6.3,Remote,457260461,1504970491,Legal
EMP-1094,2024-02-18 01:00:00,2024-02-18 12:21:55.456567,11.37,172.16.217.124,Berlin,273146749,976915883,Sales
EMP-1040,2024-02-18 16:52:00,2024-02-18 18:41:56.338658,1.83,172.16.186.51,Bangalore,322751573,127443046,Operations
EMP-1021,2024-02-18 22:49:00,2024-02-19 06:12:19.883196,7.39,172.16.92.57,Bangalore,292653849,150295417,Engineering
EMP-1040,2024-02-18 19:29:00,2024-02-19 05:13:57.188056,9.75,172.16.157.202,Bangalore,291166969,887502421,Operations
EMP-1011,2024-02-18 12:02:00,2024-02-18 21:43:47.477358,9.7,172.16.94.228,Remote,390109299,539181134,Engineering
EMP-1031,2024-02-18 19:10:00,2024-02-18 23:02:04.441362,3.87,172.16.141.115,NewYork,499698898,151020635,Engineering
EMP-1010,2024-02-18 23:19:00,2024-02-19 07:15:07.134537,7.94,172.16.247.128,Remote,393659924,424269321,Operations
EMP-1075,2024-02-18 06:23:00,2024-02-18 14:04:30.101365,7.69,172.16.203.47,Bangalore,209891131,1418182131,Legal
EMP-1078,2024-02-18 17:07:00,2024-02-18 22:26:18.012914,5.32,172.16.216.252,London,382246206,1571861312,Research & Development
EMP-1048,2024-02-18 17:58:00,2024-02-19 04:09:36.807615,10.19,172.16.174.194,Remote,103519955,866188131,Research & Development
EMP-1088,2024-02-18 20:03:00,2024-02-19 00:37:41.161675,4.58,172.16.92.138,Remote,329791962,1826658258,Research & Development
EMP-1089,2024-02-18 07:26:00,2024-02-18 13:16:36.602789,5.84,172.16.35.252,Remote,242874560,1486862533,Marketing
EMP-1091,2024-02-18 23:03:00,2024-02-19 03:10:24.165198,4.12,172.16.180.247,Remote,106591594,428449496,Engineering
EMP-1067,2024-02-18 09:47:00,2024-02-18 18:16:56.320810,8.5,172.16.214.157,Remote,42129481,408244914,Executive
EMP-1021,2024-02-18 05:28:00,2024-02-18 17:03:42.666013,11.6,172.16.231.157,Bangalore,366131158,820048964,Engineering
EMP-1056,2024-02-18 21:27:00,2024-02-19 01:42:26.133940,4.26,172.16.121.193,Remote,466277611,300918799,IT Security
EMP-1095,2024-02-18 02:56:00,2024-02-18 04:59:30.746815,2.06,172.16.51.133,SanFrancisco,158955173,665917503,Legal
EMP-1049,2024-02-18 17:48:00,2024-02-18 21:04:50.389495,3.28,172.16.126.62,London,37370627,1202394164,Marketing
EMP-1044,2024-02-18 13:29:00,2024-02-18 23:49:32.654827,10.34,172.16.209.164,London,358476099,1593039945,Sales
EMP-1080,2024-02-18 16:36:00,2024-02-19 00:42:40.732936,8.11,172.16.91.137,SanFrancisco,443471127,575612502,Operations
EMP-1072,2024-02-18 13:44:00,2024-02-18 17:46:48.448013,4.05,172.16.191.217,London,339153795,1554014234,Finance
EMP-1068,2024-02-18 16:02:00,2024-02-19 00:29:49.094199,8.46,172.16.28.47,NewYork,485718401,792635826,Research & Development
EMP-1076,2024-02-18 06:40:00,2024-02-18 08:48:38.830967,2.14,172.16.183.142,Remote,157575186,1054317656,IT Security
EMP-1043,2024-02-18 08:22:00,2024-02-18 18:28:01.865096,10.1,172.16.174.202,NewYork,439465683,1049543440,Human Resources
EMP-1064,2024-02-19 10:17:00,2024-02-19 17:11:38.601524,6.91,172.16.168.41,Moscow,58455920,701561496,Sales
EMP-1026,2024-02-19 14:45:00,2024-02-19 22:30:03.006596,7.75,172.16.18.29,Remote,409250693,1819050406,IT Security
EMP-1074,2024-02-19 14:36:00,2024-02-19 23:26:26.508365,8.84,172.16.18.58,London,253026346,1646115169,Sales
EMP-1088,2024-02-19 16:11:00,2024-02-19 21:45:39.260524,5.58,172.16.169.178,Remote,179020268,1381505778,Research & Development
EMP-1078,2024-02-19 13:53:00,2024-02-19 23:10:19.006055,9.29,172.16.7.128,London,372403535,246763008,Research & Development
EMP-1056,2024-02-19 05:23:00,2024-02-19 12:23:57.458808,7.02,172.16.43.91,Remote,474634921,680291239,IT Security
EMP-1044,2024-02-19 12:43:00,2024-02-20 00:16:14.097184,11.55,172.16.13.144,London,286821344,155354950,Sales
EMP-1090,2024-02-19 06:56:00,2024-02-19 12:54:42.419231,5.98,172.16.220.225,Berlin,131732620,1599181273,Operations
EMP-1016,2024-02-19 19:04:00,2024-02-20 00:46:56.584545,5.72,172.16.125.188,SanFrancisco,452414973,354401146,IT Security
EMP-1030,2024-02-19 08:25:00,2024-02-19 19:30:32.300897,11.09,172.16.249.59,SanFrancisco,291557256,1929002533,Operations
EMP-1021,2024-02-19 07:58:00,2024-02-19 17:15:51.235992,9.3,172.16.164.188,Bangalore,153088515,658912229,Engineering
EMP-1004,2024-02-19 18:10:00,2024-02-19 18:48:06.305077,0.64,172.16.61.198,Unknown,111363964,1740912213,Sales
EMP-1004,2024-02-19 13:37:00,2024-02-19 17:10:13.599033,3.55,172.16.39.140,Remote,277042433,1580894505,Sales
EMP-1063,2024-02-19 12:51:00,2024-02-19 14:54:05.190394,2.05,172.16.240.254,Remote,492264899,1367458539,Human Resources
EMP-1037,2024-02-19 03:58:00,2024-02-19 10:43:14.131066,6.75,172.16.32.105,SanFrancisco,14679496,1760802616,Executive
EMP-1009,2024-02-19 07:29:00,2024-02-19 15:48:11.596260,8.32,172.16.241.235,SanFrancisco,3632046,897918870,Marketing
EMP-1014,2024-02-19 17:50:00,2024-02-20 03:24:46.839521,9.58,172.16.205.162,London,468308811,1006375019,Sales
EMP-1022,2024-02-19 00:49:00,2024-02-19 03:44:06.646517,2.92,172.16.80.222,NewYork,91465695,1566253159,Finance
EMP-1094,2024-02-19 19:07:00,2024-02-20 05:13:27.270929,10.11,172.16.58.49,Berlin,454143293,1404983149,Sales
EMP-1046,2024-02-19 09:55:00,2024-02-19 15:55:33.198513,6.01,172.16.119.105,Bangalore,169176965,1106126667,IT Security
EMP-1011,2024-02-19 23:39:00,2024-02-20 08:10:35.072539,8.53,172.16.130.225,Remote,29338054,887259233,Engineering
EMP-1062,2024-02-19 00:18:00,2024-02-19 09:11:16.766557,8.89,172.16.44.218,London,371675887,1733290728,Finance
EMP-1096,2024-02-19 22:17:00,2024-02-20 06:13:37.557686,7.94,172.16.65.29,Remote,30513771,595459200,IT Security
EMP-1027,2024-02-19 19:00:00,2024-02-20 00:24:58.166395,5.42,172.16.81.231,NewYork,253882190,1804897508,Executive
EMP-1097,2024-02-19 13:20:00,2024-02-19 18:27:48.123940,5.13,172.16.74.142,NewYork,202718250,732336564,Executive
EMP-1022,2024-02-19 15:17:00,2024-02-19 23:54:36.969119,8.63,172.16.199.203,Moscow,412470628,53457108,Finance
EMP-1041,2024-02-19 06:25:00,2024-02-19 11:43:11.637282,5.3,172.16.187.219,NewYork,32940482,290232256,Engineering
EMP-1009,2024-02-19 09:30:00,2024-02-19 20:42:09.264014,11.2,172.16.29.235,SanFrancisco,244020675,1761109055,Marketing
EMP-1086,2024-02-19 05:39:00,2024-02-19 14:59:30.950783,9.34,172.16.35.206,London,256082790,1111937273,IT Security
EMP-1031,2024-02-19 14:48:00,2024-02-19 22:29:36.711532,7.69,172.16.193.46,NewYork,351776683,838362971,Engineering
EMP-1058,2024-02-19 13:45:00,2024-02-19 22:37:23.243089,8.87,172.16.127.242,London,230943587,1888154332,Research & Development
EMP-1006,2024-02-19 17:41:00,2024-02-19 22:06:29.682981,4.42,172.16.130.213,Berlin,301308666,579695065,IT Security
EMP-1019,2024-02-19 22:26:00,2024-02-20 01:14:48.282606,2.81,172.16.26.74,NewYork,149340114,238211789,Marketing
EMP-1072,2024-02-19 07:19:00,2024-02-19 11:18:06.622866,3.99,172.16.228.210,London,158964389,1817905989,Finance
EMP-1079,2024-02-19 14:14:00,2024-02-19 20:18:28.502058,6.07,172.16.172.8,Remote,354514247,502044737,Marketing
EMP-1025,2024-02-19 02:21:00,2024-02-19 08:00:03.116309,5.65,172.16.167.10,NewYork,179630729,1605767988,Legal
EMP-1091,2024-02-19 17:30:00,2024-02-19 19:00:12.477530,1.5,172.16.31.59,Remote,278775690,1456169581,Engineering
EMP-1059,2024-02-19 14:50:00,2024-02-19 19:10:44.665810,4.35,172.16.95.46,Bangalore,169166059,857246032,Marketing
EMP-1045,2024-02-19 03:51:00,2024-02-19 08:25:49.987203,4.58,172.16.242.185,Berlin,469430862,1619863906,Legal
EMP-1077,2024-02-19 07:15:00,2024-02-19 18:19:58.497746,11.08,172.16.48.47,London,111310727,576547939,Executive
EMP-1071,2024-02-19 16:31:00,2024-02-19 19:04:56.172710,2.57,172.16.139.181,Berlin,166001385,146456733,Engineering
EMP-1096,2024-02-19 09:00:00,2024-02-19 15:34:46.137750,6.58,172.16.249.141,Remote,213987534,34834122,IT Security
EMP-1036,2024-02-19 15:48:00,2024-02-20 03:03:03.648068,11.25,172.16.18.170,Berlin,380321823,20899838,IT Security
EMP-1020,2024-02-19 02:37:00,2024-02-19 12:18:55.428787,9.7,172.16.75.236,Bangalore,408717773,577047349,Operations
EMP-1014,2024-02-19 04:41:00,2024-02-19 15:48:03.351634,11.12,172.16.134.166,London,343642252,126224820,Sales
EMP-1051,2024-02-19 22:39:00,2024-02-20 05:26:35.341151,6.79,172.16.77.141,SanFrancisco,72502776,1258518536,Engineering
EMP-1086,2024-02-19 04:29:00,2024-02-19 12:35:22.957630,8.11,172.16.8.217,London,259880571,436287495,IT Security
EMP-1021,2024-02-19 20:59:00,2024-02-20 07:53:32.464704,10.91,172.16.161.241,Bangalore,434393237,488307853,Engineering
EMP-1087,2024-02-19 17:59:00,2024-02-20 00:28:45.525029,6.5,172.16.31.22,SanFrancisco,421519136,907312772,Executive
EMP-1093,2024-02-19 08:43:00,2024-02-19 16:55:27.547497,8.21,172.16.182.119,London,179309723,177537384,Human Resources
EMP-1099,2024-02-19 18:50:00,2024-02-20 03:42:22.179154,8.87,172.16.132.201,London,35397459,1178882040,Marketing
EMP-1098,2024-02-19 19:09:00,2024-02-20 05:49:03.113906,10.67,172.16.215.5,Bangalore,86991456,1599772237,Research & Development
EMP-1011,2024-02-19 18:21:00,2024-02-19 19:41:29.788328,1.34,172.16.98.184,Remote,164946563,1822171236,Engineering
EMP-1078,2024-02-19 08:33:00,2024-02-19 15:15:09.775186,6.7,172.16.28.176,London,249478710,145346879,Research & Development
EMP-1026,2024-02-19 17:03:00,2024-02-20 04:04:20.748447,11.02,172.16.17.226,Remote,38137035,1850483652,IT Security
EMP-1090,2024-02-19 16:48:00,2024-02-20 00:17:09.499122,7.49,172.16.94.110,Berlin,62797550,602237421,Operations
EMP-1095,2024-02-19 16:17:00,2024-02-20 01:45:00.203731,9.47,172.16.242.94,SanFrancisco,325298884,1076670861,Legal
EMP-1095,2024-02-19 18:32:00,2024-02-20 02:06:07.713344,7.57,172.16.122.226,SanFrancisco,384787724,1692160142,Legal
EMP-1035,2024-02-20 18:16:00,2024-02-21 00:40:26.765314,6.41,172.16.20.135,Remote,423527108,169535878,Legal
EMP-1038,2024-02-20 06:43:00,2024-02-20 07:57:41.511847,1.24,172.16.149.221,Remote,277732754,887037028,Research & Development
EMP-1072,2024-02-20 12:27:00,2024-02-20 16:46:05.085970,4.32,172.16.76.167,London,294539179,564578719,Finance
EMP-1076,2024-02-20 12:11:00,2024-02-20 19:52:57.543803,7.7,172.16.180.103,Remote,71010973,1784898282,IT Security
EMP-1034,2024-02-20 03:31:00,2024-02-20 04:59:52.004767,1.48,172.16.239.115,SanFrancisco,332437572,727796645,Sales
EMP-1045,2024-02-20 09:48:00,2024-02-20 15:54:07.065443,6.1,172.16.32.112,Berlin,257147805,1029847087,Legal
EMP-1011,2024-02-20 20:27:00,2024-02-21 05:03:55.958464,8.62,172.16.93.90,Remote,483181326,721402176,Engineering
EMP-1091,2024-02-20 21:28:00,2024-02-21 08:47:23.185571,11.32,172.16.117.92,Remote,51613831,350662166,Engineering
EMP-1078,2024-02-20 21:46:00,2024-02-21 00:57:51.945051,3.2,172.16.65.106,London,29892660,530922958,Research & Development
EMP-1026,2024-02-20 11:04:00,2024-02-20 19:10:04.929345,8.1,172.16.94.213,Remote,202541329,222461346,IT Security
EMP-1068,2024-02-20 17:15:00,2024-02-20 22:12:49.078106,4.96,172.16.113.34,NewYork,172447,14751277,Research & Development
EMP-1095,2024-02-20 17:05:00,2024-02-20 17:58:58.106724,0.9,172.16.131.185,Unknown,351346612,856508385,Legal
EMP-1032,2024-02-20 23:32:00,2024-02-21 03:12:26.207527,3.67,172.16.122.117,SanFrancisco,186933660,1304200254,Finance
EMP-1019,2024-02-20 11:44:00,2024-02-20 23:06:20.076272,11.37,172.16.231.86,NewYork,288876009,280774295,Marketing
EMP-1088,2024-02-20 11:49:00,2024-02-20 14:03:41.678435,2.24,172.16.39.178,Remote,56644743,974309584,Research & Development
EMP-1007,2024-02-20 14:30:00,2024-02-21 01:22:30.595461,10.88,172.16.245.78,SanFrancisco,469702547,383336163,Executive
EMP-1068,2024-02-20 16:35:00,2024-02-20 19:21:02.510748,2.77,172.16.175.142,Unknown,209918314,1348184033,Research & Development
EMP-1050,2024-02-20 20:10:00,2024-02-21 02:15:14.702632,6.09,172.16.230.67,Bangalore,255868768,1059603069,Operations
EMP-1014,2024-02-20 08:09:00,2024-02-20 10:31:21.367914,2.37,172.16.8.172,London,399188660,196557041,Sales
EMP-1048,2024-02-20 18:46:00,2024-02-21 02:21:23.766145,7.59,172.16.159.90,Remote,295345473,1305760303,Research & Development
EMP-1094,2024-02-20 12:35:00,2024-02-20 22:55:01.369270,10.33,172.16.114.209,Berlin,400331631,1289070632,Sales
EMP-1065,2024-02-20 18:46:00,2024-02-21 06:22:39.443047,11.61,172.16.250.189,Remote,18244547,1326568825,Legal
EMP-1083,2024-02-20 05:12:00,2024-02-20 10:45:43.898428,5.56,172.16.93.141,Berlin,452287252,1367715219,Human Resources
EMP-1075,2024-02-20 23:51:00,2024-02-21 00:53:30.717859,1.04,172.16.223.204,Bangalore,332034662,744558329,Legal
EMP-1072,2024-02-20 03:29:00,2024-02-20 05:40:23.524829,2.19,172.16.73.74,London,358667928,1390658132,Finance
EMP-1039,2024-02-20 13:31:00,2024-02-20 17:23:45.593817,3.88,172.16.137.75,Bangalore,3999985,1445075513,Marketing
EMP-1008,2024-02-20 11:00:00,2024-02-20 12:40:16.743597,1.67,172.16.192.40,Bangalore,443594749,325184546,Research & Development
EMP-1023,2024-02-20 12:46:00,2024-02-20 21:33:10.977030,8.79,172.16.10.215,SanFrancisco,273007468,503318817,Human Resources
EMP-1099,2024-02-20 01:54:00,2024-02-20 07:31:15.778143,5.62,172.16.199.154,London,484740187,936360419,Marketing
EMP-1041,2024-02-20 01:37:00,2024-02-20 04:43:53.136061,3.11,172.16.68.6,NewYork,29835034,478268465,Engineering
EMP-1094,2024-02-20 22:35:00,2024-02-21 09:18:28.824859,10.72,172.16.198.188,Berlin,185866496,471031251,Sales
EMP-1002,2024-02-20 22:30:00,2024-02-21 00:34:51.849091,2.08,172.16.4.241,NewYork,320567956,831020901,Finance
EMP-1014,2024-02-20 16:27:00,2024-02-21 00:01:10.884313,7.57,172.16.229.236,London,342720308,764208481,Sales
EMP-1072,2024-02-20 08:03:00,2024-02-20 14:30:59.039694,6.47,172.16.105.203,London,93601818,1904405428,Finance
EMP-1094,2024-02-20 13:43:00,2024-02-20 20:05:27.780156,6.37,172.16.154.251,Berlin,434828893,652566240,Sales
EMP-1082,2024-02-20 04:37:00,2024-02-20 07:49:17.860396,3.2,172.16.187.146,Bangalore,443034198,185889655,Finance
EMP-1029,2024-02-20 18:07:00,2024-02-21 03:55:55.357769,9.82,172.16.8.22,Berlin,225349332,1638997031,Marketing
EMP-1039,2024-02-20 19:15:00,2024-02-20 22:14:58.312076,3.0,172.16.47.141,Bangalore,418283148,416341574,Marketing
EMP-1043,2024-02-20 15:29:00,2024-02-20 16:19:14.191927,0.84,172.16.31.145,NewYork,26539253,185170703,Human Resources
EMP-1016,2024-02-20 04:33:00,2024-02-20 15:00:18.972173,10.46,172.16.129.79,SanFrancisco,173446491,1697167413,IT Security
EMP-1056,2024-02-20 14:02:00,2024-02-20 15:58:24.138662,1.94,172.16.111.222,Remote,118505747,671302528,IT Security
EMP-1059,2024-02-20 21:32:00,2024-02-20 23:46:57.472512,2.25,172.16.43.40,Bangalore,321282943,1464730449,Marketing
EMP-1081,2024-02-20 04:46:00,2024-02-20 12:53:49.088414,8.13,172.16.31.118,Berlin,44855747,1814050076,Engineering
EMP-1003,2024-02-20 00:19:00,2024-02-20 07:00:16.715724,6.69,172.16.248.236,Berlin,337328958,987912675,Human Resources
EMP-1053,2024-02-21 21:12:00,2024-02-21 23:45:11.283978,2.55,172.16.220.57,Unknown,87797781,1484640059,Human Resources
EMP-1038,2024-02-21 17:28:00,2024-02-21 18:20:52.654841,0.88,172.16.162.195,Remote,15625627,1003768004,Research & Development
EMP-1086,2024-02-21 17:17:00,2024-02-22 04:52:39.236644,11.59,172.16.231.237,London,83816258,983522305,IT Security
EMP-1009,2024-02-21 12:27:00,2024-02-21 22:20:35.142053,9.89,172.16.216.87,Shanghai,236749587,445765047,Marketing
EMP-1087,2024-02-21 17:48:00,2024-02-21 22:34:25.561426,4.77,172.16.231.190,SanFrancisco,414341634,742293051,Executive
EMP-1010,2024-02-21 23:43:00,2024-02-22 04:20:57.177197,4.63,172.16.227.187,Remote,167075795,1214472934,Operations
EMP-1050,2024-02-21 05:48:00,2024-02-21 15:26:51.211096,9.65,172.16.235.213,Bangalore,286134556,1172347474,Operations
EMP-1076,2024-02-21 08:15:00,2024-02-21 16:54:41.551922,8.66,172.16.126.156,Remote,438796339,1146933487,IT Security
EMP-1091,2024-02-21 02:18:00,2024-02-21 13:37:27.128693,11.32,172.16.135.228,Remote,96866552,369427784,Engineering
EMP-1078,2024-02-21 05:59:00,2024-02-21 12:37:57.851760,6.65,172.16.219.147,London,72562,1316543151,Research & Development
EMP-1015,2024-02-21 19:24:00,2024-02-22 01:35:32.277747,6.19,172.16.195.215,Berlin,146031287,923250484,Legal
EMP-1064,2024-02-21 02:21:00,2024-02-21 12:55:24.927665,10.57,172.16.159.126,Remote,256812830,151989587,Sales
EMP-1080,2024-02-21 20:31:00,2024-02-22 06:21:03.641895,9.83,172.16.105.188,SanFrancisco,364360058,1991597187,Operations
EMP-1023,2024-02-21 20:26:00,2024-02-22 03:11:05.824016,6.75,172.16.181.176,SanFrancisco,175757178,1113402149,Human Resources
EMP-1021,2024-02-21 20:46:00,2024-02-22 06:05:32.011927,9.33,172.16.99.120,Bangalore,406409459,1745688422,Engineering
EMP-1068,2024-02-21 01:52:00,2024-02-21 07:24:27.221097,5.54,172.16.56.58,NewYork,452466811,278552027,Research & Development
EMP-1019,2024-02-21 13:29:00,2024-02-21 18:25:22.314407,4.94,172.16.247.144,NewYork,258241139,1616407639,Marketing
EMP-1047,2024-02-21 20:13:00,2024-02-21 23:11:04.406785,2.97,172.16.50.46,Bangalore,318453590,1796471873,Executive
EMP-1007,2024-02-21 01:27:00,2024-02-21 09:29:42.227289,8.05,172.16.37.14,SanFrancisco,205973598,161754402,Executive
EMP-1054,2024-02-21 06:54:00,2024-02-21 11:11:22.036403,4.29,172.16.171.130,Remote,58352748,22733682,Sales
EMP-1023,2024-02-21 06:36:00,2024-02-21 07:16:09.011101,0.67,172.16.21.16,SanFrancisco,410519677,1644982724,Human Resources
EMP-1078,2024-02-21 18:36:00,2024-02-22 02:50:02.203060,8.23,172.16.111.248,London,494838121,1455962257,Research & Development
EMP-1026,2024-02-21 12:39:00,2024-02-21 19:53:05.651211,7.23,172.16.92.227,Remote,399989308,319206954,IT Security
EMP-1082,2024-02-21 03:10:00,2024-02-21 03:50:31.731484,0.68,172.16.20.86,Bangalore,101372763,850908411,Finance
EMP-1077,2024-02-21 07:35:00,2024-02-21 08:56:37.640598,1.36,172.16.82.223,London,239971479,853778473,Executive
EMP-1044,2024-02-21 19:32:00,2024-02-21 23:54:22.167632,4.37,172.16.76.44,London,151792502,229356083,Sales
EMP-1034,2024-02-21 11:40:00,2024-02-21 17:07:57.390546,5.47,172.16.105.95,SanFrancisco,4180718,368346258,Sales
EMP-1013,2024-02-21 19:31:00,2024-02-22 01:50:15.673400,6.32,172.16.137.219,SanFrancisco,458427020,1837611428,Human Resources
EMP-1072,2024-02-21 06:00:00,2024-02-21 10:36:29.912166,4.61,172.16.250.217,London,147434962,1065362597,Finance
EMP-1029,2024-02-21 15:19:00,2024-02-21 16:41:29.277637,1.37,172.16.87.235,Berlin,83150945,830223696,Marketing
EMP-1055,2024-02-21 14:08:00,2024-02-22 01:23:00.954021,11.25,172.16.118.67,SanFrancisco,310355988,631856791,Legal
EMP-1093,2024-02-21 15:17:00,2024-02-22 00:20:28.264740,9.06,172.16.70.145,London,406402143,1336543627,Human Resources
EMP-1058,2024-02-21 17:41:00,2024-02-21 20:05:08.338205,2.4,172.16.195.249,London,337977461,1659471394,Research & Development
EMP-1066,2024-02-21 14:32:00,2024-02-22 01:37:12.323470,11.09,172.16.190.172,Bangalore,322575213,1680034565,IT Security
EMP-1048,2024-02-21 09:49:00,2024-02-21 20:05:08.890483,10.27,172.16.75.56,Unknown,341434363,1905966821,Research & Development
EMP-1047,2024-02-21 06:45:00,2024-02-21 14:23:51.129695,7.65,172.16.71.118,Bangalore,277252969,1793030455,Executive
EMP-1026,2024-02-21 15:16:00,2024-02-21 22:55:53.408160,7.66,172.16.215.84,Remote,445754536,1770197458,IT Security
EMP-1057,2024-02-22 05:44:00,2024-02-22 12:22:28.215085,6.64,172.16.115.179,NewYork,129627710,745654846,Executive
EMP-1024,2024-02-22 02:16:00,2024-02-22 11:30:00.916439,9.23,172.16.138.93,NewYork,23070753,86079735,Sales
EMP-1082,2024-02-22 00:54:00,2024-02-22 04:42:34.877238,3.81,172.16.213.30,Bangalore,390581543,708041140,Finance
EMP-1010,2024-02-22 04:15:00,2024-02-22 08:44:49.409441,4.5,172.16.41.154,Remote,217294852,1367924132,Operations
EMP-1067,2024-02-22 17:00:00,2024-02-22 19:32:24.163036,2.54,172.16.33.58,Remote,333889266,41884222,Executive
EMP-1081,2024-02-22 11:11:00,2024-02-22 16:20:29.352284,5.16,172.16.181.108,Berlin,406060422,182273819,Engineering
EMP-1093,2024-02-22 00:03:00,2024-02-22 03:33:08.871773,3.5,172.16.241.72,London,53918858,417542744,Human Resources
EMP-1034,2024-02-22 07:54:00,2024-02-22 12:34:55.086158,4.68,172.16.234.143,SanFrancisco,374109499,325018377,Sales
EMP-1097,2024-02-22 03:14:00,2024-02-22 10:36:52.563626,7.38,172.16.32.77,NewYork,330617064,68177191,Executive
EMP-1017,2024-02-22 04:07:00,2024-02-22 06:57:47.896234,2.85,172.16.109.44,Bangalore,206311371,1482452489,Executive
EMP-1058,2024-02-22 06:58:00,2024-02-22 12:59:19.350242,6.02,172.16.77.121,London,459147853,1639914671,Research & Development
EMP-1033,2024-02-22 11:24:00,2024-02-22 21:48:44.946479,10.41,172.16.136.170,Moscow,135848921,395338956,Human Resources
EMP-1007,2024-02-22 07:45:00,2024-02-22 17:40:51.717737,9.93,172.16.245.115,SanFrancisco,209898597,1061989892,Executive
EMP-1069,2024-02-22 01:25:00,2024-02-22 11:08:27.094606,9.72,172.16.239.197,SanFrancisco,293882501,1340673429,Marketing
EMP-1074,2024-02-22 04:08:00,2024-02-22 09:22:22.275049,5.24,172.16.59.140,London,363884241,380505203,Sales
EMP-1084,2024-02-22 21:53:00,2024-02-23 05:21:29.118971,7.47,172.16.137.113,SanFrancisco,209830405,1313861,Sales
EMP-1014,2024-02-22 07:01:00,2024-02-22 14:48:03.363504,7.78,172.16.132.92,London,124138007,1072707707,Sales
EMP-1059,2024-02-22 05:38:00,2024-02-22 13:20:05.118393,7.7,172.16.83.57,Bangalore,274803603,760936125,Marketing
EMP-1014,2024-02-22 17:40:00,2024-02-22 22:31:26.792196,4.86,172.16.79.140,London,154318656,1719968409,Sales
EMP-1066,2024-02-22 11:43:00,2024-02-22 14:05:33.118376,2.38,172.16.158.137,Moscow,349720122,667807813,IT Security
EMP-1078,2024-02-22 00:52:00,2024-02-22 02:45:31.431247,1.89,172.16.239.54,London,378176673,1447286148,Research & Development
EMP-1011,2024-02-22 10:59:00,2024-02-22 15:36:46.507003,4.63,172.16.138.38,Remote,21016116,1495981241,Engineering
EMP-1062,2024-02-22 23:13:00,2024-02-23 07:03:19.533205,7.84,172.16.161.174,London,139948618,1698596176,Finance
EMP-1072,2024-02-22 15:10:00,2024-02-22 23:34:34.620571,8.41,172.16.8.233,London,106847891,40942215,Finance
EMP-1065,2024-02-22 21:38:00,2024-02-22 23:21:47.932300,1.73,172.16.114.23,Remote,265731977,548239494,Legal
EMP-1001,2024-02-22 02:39:00,2024-02-22 14:01:59.434692,11.38,172.16.178.180,London,20337384,1316308520,Engineering
EMP-1080,2024-02-22 12:10:00,2024-02-22 20:20:35.503753,8.18,172.16.53.209,SanFrancisco,192008219,1084782451,Operations
EMP-1096,2024-02-22 18:59:00,2024-02-23 01:24:21.671699,6.42,172.16.240.131,Remote,304034426,1998206726,IT Security
EMP-1054,2024-02-22 02:14:00,2024-02-22 05:57:52.736369,3.73,172.16.205.17,Remote,476072124,925288942,Sales
EMP-1074,2024-02-22 09:44:00,2024-02-22 13:45:15.049442,4.02,172.16.77.202,London,167807152,1082754243,Sales
EMP-1014,2024-02-22 12:41:00,2024-02-22 14:46:02.796917,2.08,172.16.133.163,London,22905893,386309818,Sales
EMP-1091,2024-02-23 22:49:00,2024-02-24 09:24:00.242361,10.58,172.16.131.20,Remote,229429551,1637805200,Engineering
EMP-1006,2024-02-23 18:46:00,2024-02-24 00:56:38.281237,6.18,172.16.118.96,Berlin,72235781,499389329,IT Security
EMP-1033,2024-02-23 19:24:00,2024-02-24 03:02:51.885780,7.65,172.16.191.62,Remote,223404881,888781907,Human Resources
EMP-1036,2024-02-23 12:31:00,2024-02-23 14:28:06.080448,1.95,172.16.226.179,Berlin,306271779,790324611,IT Security
EMP-1033,2024-02-23 07:56:00,2024-02-23 15:45:50.634191,7.83,172.16.95.213,Remote,31508557,195542996,Human Resources
EMP-1028,2024-02-23 09:57:00,2024-02-23 17:32:07.219990,7.59,172.16.12.120,NewYork,26751584,818607056,Research & Development
