user,mean_login_hour,std_login_hour,mean_logout_hour,mean_session_duration,total_logins,failed_logins,failed_login_ratio,weekend_logins,after_hours_logins,unique_locations,suspicious_locations,files_per_day,total_file_accesses,classified_access_count,classified_access_ratio,file_downloads,file_deletions,file_copies,total_bytes_file,mean_bytes_file,unique_files_accessed,out_of_session_access,out_of_session_ratio,usb_events,usb_per_day,total_bytes_usb,mean_usb_duration,max_bytes_usb,emails_per_day,total_emails,external_emails,external_email_ratio,emails_with_attachment,total_attachment_bytes,total_network_events,total_bytes_sent,total_bytes_received,mean_bytes_sent,unique_dst_ips,unique_dst_ports,port_scans,suspicious_geo_connections,ssh_ftp_connections,vpn_sessions,vpn_total_upload,vpn_total_download,vpn_suspicious_geo,total_processes,suspicious_processes,suspicious_process_ratio,mean_cpu,max_memory,degree_centrality,betweenness_centrality,eigenvector_centrality,clustering_coefficient,neighbor_count,nlp_keyword_flag_avg,nlp_suspicious_kw_total,nlp_exfil_flag_avg,nlp_subject_len_avg,nlp_sentiment_avg,nlp_caps_ratio_avg,is_red_team,threat_scenario
EMP-1091,9.06060606060606,0.5513281273095941,17.318181818181817,8.272424242424243,66,3,0.0434782608695652,4,0,1,0,3.359550561797753,299,22,0.0735785953177257,43,10,44,2197280123,7348762.953177257,44,80,0.8,16,0.1797752808988764,865001346,86.75,416982246,3.101123595505618,276,24,0.0869565217391304,85,467904630,586,2919733714,14870206513,4982480.740614334,255,75,0,47,41,40,10772116225,37186147153,2,306,19,0.0620915032679738,51.66045751633987,4070.2,0.2978723404255319,0.0023826411813585,0.0685915058993142,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1092,10.03076923076923,0.6115868389186131,18.32307692307692,8.252923076923079,65,0,0.0,0,0,1,0,3.550561797752809,316,12,0.0379746835443038,46,10,48,2405189435,7611358.971518988,38,75,0.75,22,0.247191011235955,1453998078,79.95454545454545,403553679,2.9775280898876404,265,21,0.0792452830188679,67,366877552,587,2945117107,14786245167,5017235.275979557,256,73,0,36,27,36,9169182293,33689890241,0,284,10,0.0352112676056338,51.764084507042256,4091.7,0.2765957446808511,0.0021414147855391,0.0636117748205602,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1093,6.96969696969697,0.6556194245420356,15.090909090909092,8.063181818181818,66,3,0.0434782608695652,3,0,1,0,3.561797752808989,317,14,0.0441640378548895,52,5,34,2379466952,7506204.895899054,40,68,0.68,18,0.2022471910112359,1043374590,81.0,437572870,2.5280898876404496,225,26,0.1155555555555555,51,250221741,597,2916363602,15040151199,4885031.159128978,261,88,0,66,32,35,7473181184,33922987847,2,320,18,0.05625,50.6490625,4083.7,0.2765957446808511,0.0019915000657777,0.0645299761576542,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1094,10.03125,0.5900968443520823,17.90625,7.8409375,64,3,0.044776119402985,2,0,1,0,14.247191011235955,1268,927,0.7310725552050473,981,16,36,18723270293,14765986.03548896,50,68,0.68,21,0.2359550561797752,3436262544,82.0,475083048,5.943820224719101,529,308,0.5822306238185255,339,4955160584,580,2965263663,14631421360,5112523.556896552,261,69,0,39,36,38,9208250010,31775450095,0,347,20,0.0576368876080691,49.91325648414986,4077.3,0.3404255319148936,0.0033593071896346,0.0761820228235785,0,64,0.0,0.0,0.0,0.0,0.0,0.0,1,flight_risk
EMP-1095,7.028985507246377,0.6176572077272793,15.07246376811594,8.083043478260869,69,0,0.0,4,0,1,0,3.730337078651685,332,83,0.25,55,8,37,2243935927,6758843.153614458,54,60,0.6,16,0.1797752808988764,2588025111,93.0,473044972,2.831460674157303,252,20,0.0793650793650793,68,543094265,620,3090758743,15062683368,4985094.746774194,264,80,0,49,32,51,13198418402,46253457040,1,315,6,0.019047619047619,48.77873015873016,4093.5,0.3457446808510638,0.0033878662980447,0.0775982956961133,0,65,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1096,9.970149253731345,0.5765663580756217,18.08955223880597,8.070298507462686,67,2,0.0289855072463768,4,0,1,0,3.797752808988764,338,73,0.2159763313609467,48,11,38,2091569103,6188074.269230769,55,75,0.75,19,0.2134831460674157,1517337753,85.26315789473684,325599361,2.651685393258427,236,10,0.0423728813559322,50,372888627,608,3017926326,15286705742,4963694.615131579,255,85,0,43,33,41,10144590648,38966127519,2,298,14,0.046979865771812,49.1234899328859,4095.4,0.3617021276595744,0.0039019836013609,0.079953181337016,0,68,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1097,8.955223880597014,0.6838579469029286,16.761194029850746,7.771940298507463,67,1,0.0147058823529411,3,0,1,0,3.224719101123596,287,69,0.2404181184668989,40,7,35,2015664875,7023222.560975609,55,78,0.78,16,0.1797752808988764,1321941205,93.4375,378786117,3.02247191011236,269,14,0.0520446096654275,54,320063530,599,2947515498,14875912402,4920727.041736227,265,81,0,55,39,36,8781051728,30807560135,3,349,18,0.0515759312320916,52.710315186246426,4092.0,0.3617021276595744,0.0037602013667347,0.0805295724858817,0,68,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1098,8.0,0.5504818825631803,16.567164179104477,8.4444776119403,67,0,0.0,2,0,1,0,8.752808988764045,779,293,0.3761232349165597,46,455,45,2328966996,2989688.05648267,55,88,0.88,15,0.1685393258426966,1010642772,91.73333333333332,343855891,2.842696629213483,253,16,0.0632411067193675,56,389915745,600,2982848813,15385024003,4971414.6883333335,256,76,0,47,41,40,8862918806,38600404437,1,443,159,0.3589164785553047,57.78261851015801,4092.4,0.3351063829787234,0.0030534679164051,0.0760246048633878,0,63,0.0,0.0,0.0,0.0,0.0,0.0,1,sabotage
EMP-1099,8.893939393939394,0.6108956319973757,16.939393939393938,8.104242424242425,66,1,0.0149253731343283,2,0,1,0,4.033707865168539,359,12,0.0334261838440111,40,14,40,2077712882,5787501.064066852,39,69,0.69,16,0.1797752808988764,1381710329,83.625,400077997,2.932584269662921,261,21,0.0804597701149425,62,436903189,600,2863593236,14639754789,4772655.393333334,259,76,0,56,32,36,8673481667,38569310200,1,316,6,0.0189873417721519,49.902215189873424,4094.7,0.2659574468085106,0.0017709738152093,0.0627094338237458,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1100,10.058823529411764,0.620119221593995,18.235294117647054,8.131617647058823,68,0,0.0,3,0,1,0,3.247191011235955,289,9,0.0311418685121107,41,7,44,2224420979,7696958.404844291,36,69,0.69,14,0.1573033707865168,1132297768,79.64285714285714,463063715,2.7865168539325844,248,16,0.064516129032258,61,509673585,576,2875965069,14114933571,4992994.911458333,247,76,0,39,31,33,8551513435,34794987708,2,328,10,0.0304878048780487,48.55731707317073,4071.3,0.2446808510638297,0.0014488898563361,0.0584765845615956,0,46,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
